"industry_code","industry_title"
"511120","NAICS 511120 Periodical publishers"
"51113","NAICS 51113 Book publishers"
"511130","NAICS 511130 Book publishers"
"51114","NAICS 51114 Directory and mailing list publishers"
"511140","NAICS 511140 Directory and mailing list publishers"
"51119","NAICS 51119 Other publishers"
"511191","NAICS 511191 Greeting card publishers"
"511199","NAICS 511199 All other publishers"
"5112","NAICS 5112 Software publishers"
"51121","NAICS 51121 Software publishers"
"511210","NAICS 511210 Software publishers"
"512","NAICS 512 Motion picture and sound recording industries"
"5121","NAICS 5121 Motion picture and video industries"
"51211","NAICS 51211 Motion picture and video production"
"512110","NAICS 512110 Motion picture and video production"
"51212","NAICS 51212 Motion picture and video distribution"
"512120","NAICS 512120 Motion picture and video distribution"
"51213","NAICS 51213 Motion picture and video exhibition"
"512131","NAICS 512131 Motion picture theaters, except drive-ins"
"512132","NAICS 512132 Drive-in motion picture theaters"
"51219","NAICS 51219 Postproduction and other related industries"
"512191","NAICS 512191 Teleproduction and postproduction services"
"512199","NAICS 512199 Other motion picture and video industries"
"5122","NAICS 5122 Sound recording industries"
"51221","NAICS 51221 Record production"
"512210","NAICS 512210 Record production"
"51222","NAICS 51222 Integrated record production and distribution"
"512220","NAICS 512220 Integrated record production and distribution"
"51223","NAICS 51223 Music publishers"
"512230","NAICS 512230 Music publishers"
"51224","NAICS 51224 Sound recording studios"
"512240","NAICS 512240 Sound recording studios"
"51229","NAICS 51229 Other sound recording industries"
"512290","NAICS 512290 Other sound recording industries"
"515","NAICS 515 Broadcasting, except Internet"
"5151","NAICS 5151 Radio and television broadcasting"
"51511","NAICS 51511 Radio broadcasting"
"515111","NAICS 515111 Radio networks"
"515112","NAICS 515112 Radio stations"
"51512","NAICS 51512 Television broadcasting"
"515120","NAICS 515120 Television broadcasting"
"5152","NAICS 5152 Cable and other subscription programming"
"51521","NAICS 51521 Cable and other subscription programming"
"515210","NAICS 515210 Cable and other subscription programming"
"516","NAICS02 516 Internet publishing and broadcasting"
"5161","NAICS02 5161 Internet publishing and broadcasting"
"51611","NAICS02 51611 Internet publishing and broadcasting"
"516110","NAICS02 516110 Internet publishing and broadcasting"
"517","NAICS 517 Telecommunications"
"5171","NAICS 5171 Wired telecommunications carriers"
"51711","NAICS 51711 Wired telecommunications carriers"
"517110","NAICS 517110 Wired telecommunications carriers"
"5172","NAICS 5172 Wireless telecommunications carriers"
"51721","NAICS 51721 Wireless telecommunications carriers"
"517210","NAICS 517210 Wireless telecommunications carriers"
"517211","NAICS02 517211 Paging"
"517212","NAICS02 517212 Cellular and other wireless carriers"
"5173","NAICS02 5173 Telecommunications resellers"
"51731","NAICS02 51731 Telecommunications resellers"
"517310","NAICS02 517310 Telecommunications resellers"
"5174","NAICS 5174 Satellite telecommunications"
"51741","NAICS 51741 Satellite telecommunications"
"517410","NAICS 517410 Satellite telecommunications"
"5175","NAICS02 5175 Cable and other program distribution"
"51751","NAICS02 51751 Cable and other program distribution"
"517510","NAICS02 517510 Cable and other program distribution"
"5179","NAICS 5179 Other telecommunications"
"51791","NAICS 51791 Other telecommunications"
"517910","NAICS02 517910 Other telecommunications"
"517911","NAICS 517911 Telecommunications resellers"
"517919","NAICS 517919 All other telecommunications"
"518","NAICS 518 Data processing, hosting and related services"
"5181","NAICS02 5181 ISPs and web search portals"
"51811","NAICS02 51811 ISPs and web search portals"
"518111","NAICS02 518111 Internet service providers"
"518112","NAICS02 518112 Web search portals"
"5182","NAICS 5182 Data processing, hosting and related services"
"51821","NAICS 51821 Data processing, hosting and related services"
"518210","NAICS 518210 Data processing, hosting and related services"
"519","NAICS 519 Other information services"
"5191","NAICS 5191 Other information services"
"51911","NAICS 51911 News syndicates"
"519110","NAICS 519110 News syndicates"
"51912","NAICS 51912 Libraries and archives"
"519120","NAICS 519120 Libraries and archives"
"51913","NAICS 51913 Internet publishing and web search portals"
"519130","NAICS 519130 Internet publishing and web search portals"
"51919","NAICS 51919 All other information services"
"519190","NAICS 519190 All other information services"
"52","NAICS 52 Finance and insurance"
"521","NAICS 521 Monetary authorities - central bank"
"5211","NAICS 5211 Monetary authorities - central bank"
"52111","NAICS 52111 Monetary authorities - central bank"
"521110","NAICS 521110 Monetary authorities - central bank"
"522","NAICS 522 Credit intermediation and related activities"
"5221","NAICS 5221 Depository credit intermediation"
"52211","NAICS 52211 Commercial banking"
"522110","NAICS 522110 Commercial banking"
"52212","NAICS 52212 Savings institutions"
"522120","NAICS 522120 Savings institutions"
"52213","NAICS 52213 Credit unions"
"522130","NAICS 522130 Credit unions"
"52219","NAICS 52219 Other depository credit intermediation"
"522190","NAICS 522190 Other depository credit intermediation"
"5222","NAICS 5222 Nondepository credit intermediation"
"52221","NAICS 52221 Credit card issuing"
"522210","NAICS 522210 Credit card issuing"
"52222","NAICS 52222 Sales financing"
"522220","NAICS 522220 Sales financing"
"52229","NAICS 52229 Other nondepository credit intermediation"
"522291","NAICS 522291 Consumer lending"
"522292","NAICS 522292 Real estate credit"
"522293","NAICS 522293 International trade financing"
"522294","NAICS 522294 Secondary market financing"
"522298","NAICS 522298 All other nondepository credit intermediation"
"5223","NAICS 5223 Activities related to credit intermediation"
"52231","NAICS 52231 Mortgage and nonmortgage loan brokers"
"522310","NAICS 522310 Mortgage and nonmortgage loan brokers"
"52232","NAICS 52232 Financial transaction processing and clearing"
"522320","NAICS 522320 Financial transaction processing and clearing"
"52239","NAICS 52239 Other credit intermediation activities"
"522390","NAICS 522390 Other credit intermediation activities"
"523","NAICS 523 Securities, commodity contracts, investments"
"5231","NAICS 5231 Securities and commodity contracts brokerage"
"52311","NAICS 52311 Investment banking and securities dealing"
"523110","NAICS 523110 Investment banking and securities dealing"
"52312","NAICS 52312 Securities brokerage"
"523120","NAICS 523120 Securities brokerage"
"52313","NAICS 52313 Commodity contracts dealing"
"523130","NAICS 523130 Commodity contracts dealing"
"52314","NAICS 52314 Commodity contracts brokerage"
"523140","NAICS 523140 Commodity contracts brokerage"
"5232","NAICS 5232 Securities and commodity exchanges"
"52321","NAICS 52321 Securities and commodity exchanges"
"523210","NAICS 523210 Securities and commodity exchanges"
"5239","NAICS 5239 Other financial investment activities"
"52391","NAICS 52391 Miscellaneous intermediation"
"523910","NAICS 523910 Miscellaneous intermediation"
"52392","NAICS 52392 Portfolio management"
"523920","NAICS 523920 Portfolio management"
"52393","NAICS 52393 Investment advice"
"523930","NAICS 523930 Investment advice"
"52399","NAICS 52399 All other financial investment activities"
"523991","NAICS 523991 Trust, fiduciary, and custody activities"
"523999","NAICS 523999 Miscellaneous financial investment activities"
"524","NAICS 524 Insurance carriers and related activities"
"5241","NAICS 5241 Insurance carriers"
"52411","NAICS 52411 Direct life and health insurance carriers"
"524113","NAICS 524113 Direct life insurance carriers"
"524114","NAICS 524114 Direct health and medical insurance carriers"
"52412","NAICS 52412 Direct insurers, except life and health"
"524126","NAICS 524126 Direct property and casualty insurers"
"524127","NAICS 524127 Direct title insurance carriers"
"524128","NAICS 524128 Other direct insurance carriers"
"52413","NAICS 52413 Reinsurance carriers"
"524130","NAICS 524130 Reinsurance carriers"
"5242","NAICS 5242 Insurance agencies and brokerages"
"52421","NAICS 52421 Insurance agencies and brokerages"
"524210","NAICS 524210 Insurance agencies and brokerages"
"52429","NAICS 52429 Other insurance related activities"
"524291","NAICS 524291 Claims adjusting"
"524292","NAICS 524292 Third party administration of insurance funds"
"524298","NAICS 524298 All other insurance related activities"
"525","NAICS 525 Funds, trusts, and other financial vehicles"
"5251","NAICS 5251 Insurance and employee benefit funds"
"52511","NAICS 52511 Pension funds"
"525110","NAICS 525110 Pension funds"
"52512","NAICS 52512 Health and welfare funds"
"525120","NAICS 525120 Health and welfare funds"
"52519","NAICS 52519 Other insurance funds"
"525190","NAICS 525190 Other insurance funds"
"5259","NAICS 5259 Other investment pools and funds"
"52591","NAICS 52591 Open-end investment funds"
"525910","NAICS 525910 Open-end investment funds"
"52592","NAICS 52592 Trusts, estates, and agency accounts"
"525920","NAICS 525920 Trusts, estates, and agency accounts"
"52593","NAICS02 52593 Real estate investment trusts"
"525930","NAICS02 525930 Real estate investment trusts"
"52599","NAICS 52599 Other financial vehicles"
"525990","NAICS 525990 Other financial vehicles"
"53","NAICS 53 Real estate and rental and leasing"
"531","NAICS 531 Real estate"
"5311","NAICS 5311 Lessors of real estate"
"53111","NAICS 53111 Lessors of residential buildings"
"531110","NAICS 531110 Lessors of residential buildings"
"53112","NAICS 53112 Lessors of nonresidential buildings"
"531120","NAICS 531120 Lessors of nonresidential buildings"
"53113","NAICS 53113 Miniwarehouse and self-storage unit operators"
"531130","NAICS 531130 Miniwarehouse and self-storage unit operators"
"53119","NAICS 53119 Lessors of other real estate property"
"531190","NAICS 531190 Lessors of other real estate property"
"5312","NAICS 5312 Offices of real estate agents and brokers"
"53121","NAICS 53121 Offices of real estate agents and brokers"
"531210","NAICS 531210 Offices of real estate agents and brokers"
"5313","NAICS 5313 Activities related to real estate"
"53131","NAICS 53131 Real estate property managers"
"531311","NAICS 531311 Residential property managers"
"531312","NAICS 531312 Nonresidential property managers"
"53132","NAICS 53132 Offices of real estate appraisers"
"531320","NAICS 531320 Offices of real estate appraisers"
"53139","NAICS 53139 Other activities related to real estate"
"531390","NAICS 531390 Other activities related to real estate"
"532","NAICS 532 Rental and leasing services"
"5321","NAICS 5321 Automotive equipment rental and leasing"
"53211","NAICS 53211 Passenger car rental and leasing"
"532111","NAICS 532111 Passenger car rental"
"532112","NAICS 532112 Passenger car leasing"
"53212","NAICS 53212 Truck, trailer, and RV rental and leasing"
"532120","NAICS 532120 Truck, trailer, and RV rental and leasing"
"5322","NAICS 5322 Consumer goods rental"
"53221","NAICS 53221 Consumer electronics and appliances rental"
"532210","NAICS 532210 Consumer electronics and appliances rental"
"53222","NAICS 53222 Formal wear and costume rental"
"532220","NAICS 532220 Formal wear and costume rental"
"53223","NAICS 53223 Video tape and disc rental"
"532230","NAICS 532230 Video tape and disc rental"
"53229","NAICS 53229 Other consumer goods rental"
"532291","NAICS 532291 Home health equipment rental"
"532292","NAICS 532292 Recreational goods rental"
"532299","NAICS 532299 All other consumer goods rental"
"5323","NAICS 5323 General rental centers"
"53231","NAICS 53231 General rental centers"
"532310","NAICS 532310 General rental centers"
"5324","NAICS 5324 Machinery and equipment rental and leasing"
"53241","NAICS 53241 Heavy machinery rental and leasing"
"532411","NAICS 532411 Transportation equipment rental and leasing"
"532412","NAICS 532412 Other heavy machinery rental and leasing"
"53242","NAICS 53242 Office equipment rental and leasing"
"532420","NAICS 532420 Office equipment rental and leasing"
"53249","NAICS 53249 Other machinery rental and leasing"
"532490","NAICS 532490 Other machinery rental and leasing"
"533","NAICS 533 Lessors of nonfinancial intangible assets"
"5331","NAICS 5331 Lessors of nonfinancial intangible assets"
"53311","NAICS 53311 Lessors of nonfinancial intangible assets"
"533110","NAICS 533110 Lessors of nonfinancial intangible assets"
"54","NAICS 54 Professional and technical services"
"541","NAICS 541 Professional and technical services"
"5411","NAICS 5411 Legal services"
"54111","NAICS 54111 Offices of lawyers"
"541110","NAICS 541110 Offices of lawyers"
"54119","NAICS 54119 Other legal services"
"541191","NAICS 541191 Title abstract and settlement offices"
"541199","NAICS 541199 All other legal services"
"5412","NAICS 5412 Accounting and bookkeeping services"
"54121","NAICS 54121 Accounting and bookkeeping services"
"541211","NAICS 541211 Offices of certified public accountants"
"541213","NAICS 541213 Tax preparation services"
"541214","NAICS 541214 Payroll services"
"541219","NAICS 541219 Other accounting services"
"5413","NAICS 5413 Architectural and engineering services"
"54131","NAICS 54131 Architectural services"
"541310","NAICS 541310 Architectural services"
"54132","NAICS 54132 Landscape architectural services"
"541320","NAICS 541320 Landscape architectural services"
"54133","NAICS 54133 Engineering services"
"541330","NAICS 541330 Engineering services"
"54134","NAICS 54134 Drafting services"
"541340","NAICS 541340 Drafting services"
"54135","NAICS 54135 Building inspection services"
"541350","NAICS 541350 Building inspection services"
"54136","NAICS 54136 Geophysical surveying and mapping services"
"541360","NAICS 541360 Geophysical surveying and mapping services"
"54137","NAICS 54137 Other surveying and mapping services"
"541370","NAICS 541370 Other surveying and mapping services"
"54138","NAICS 54138 Testing laboratories"
"541380","NAICS 541380 Testing laboratories"
"5414","NAICS 5414 Specialized design services"
"54141","NAICS 54141 Interior design services"
"541410","NAICS 541410 Interior design services"
"54142","NAICS 54142 Industrial design services"
"541420","NAICS 541420 Industrial design services"
"54143","NAICS 54143 Graphic design services"
"541430","NAICS 541430 Graphic design services"
"54149","NAICS 54149 Other specialized design services"
"541490","NAICS 541490 Other specialized design services"
"5415","NAICS 5415 Computer systems design and related services"
"54151","NAICS 54151 Computer systems design and related services"
"541511","NAICS 541511 Custom computer programming services"
"541512","NAICS 541512 Computer systems design services"
"541513","NAICS 541513 Computer facilities management services"
"541519","NAICS 541519 Other computer related services"
"5416","NAICS 5416 Management and technical consulting services"
"54161","NAICS 54161 Management consulting services"
"541611","NAICS 541611 Administrative management consulting services"
"541612","NAICS 541612 Human resources consulting services"
"541613","NAICS 541613 Marketing consulting services"
"541614","NAICS 541614 Process and logistics consulting services"
"541618","NAICS 541618 Other management consulting services"
"54162","NAICS 54162 Environmental consulting services"
"541620","NAICS 541620 Environmental consulting services"
"54169","NAICS 54169 Other technical consulting services"
"541690","NAICS 541690 Other technical consulting services"
"5417","NAICS 5417 Scientific research and development services"
"54171","NAICS 54171 Physical, engineering and biological research"
"541710","NAICS02 541710 Physical, engineering and biological research"
"541711","NAICS 541711 Research and development in biotechnology"
"541712","NAICS 541712 Other physical and biological research"
"54172","NAICS 54172 Social science and humanities research"
"541720","NAICS 541720 Social science and humanities research"
"5418","NAICS 5418 Advertising, PR, and related services"
"54181","NAICS 54181 Advertising agencies"
"541810","NAICS 541810 Advertising agencies"
"54182","NAICS 54182 Public relations agencies"
"541820","NAICS 541820 Public relations agencies"
"54183","NAICS 54183 Media buying agencies"
"541830","NAICS 541830 Media buying agencies"
"54184","NAICS 54184 Media representatives"
"541840","NAICS 541840 Media representatives"
"54185","NAICS 54185 Outdoor advertising"
"541850","NAICS 541850 Outdoor advertising"
"54186","NAICS 54186 Direct mail advertising"
"541860","NAICS 541860 Direct mail advertising"
"54187","NAICS 54187 Advertising material distribution services"
"541870","NAICS 541870 Advertising material distribution services"
"54189","NAICS 54189 Other services related to advertising"
"541890","NAICS 541890 Other services related to advertising"
"5419","NAICS 5419 Other professional and technical services"
"54191","NAICS 54191 Marketing research and public opinion polling"
"541910","NAICS 541910 Marketing research and public opinion polling"
"54192","NAICS 54192 Photographic services"
"541921","NAICS 541921 Photography studios, portrait"
"541922","NAICS 541922 Commercial photography"
"54193","NAICS 54193 Translation and interpretation services"
"541930","NAICS 541930 Translation and interpretation services"
"54194","NAICS 54194 Veterinary services"
"541940","NAICS 541940 Veterinary services"
"54199","NAICS 54199 All other professional and technical services"
"541990","NAICS 541990 All other professional and technical services"
"55","NAICS 55 Management of companies and enterprises"
"551","NAICS 551 Management of companies and enterprises"
"5511","NAICS 5511 Management of companies and enterprises"
"55111","NAICS 55111 Management of companies and enterprises"
"551111","NAICS 551111 Offices of bank holding companies"
"551112","NAICS 551112 Offices of other holding companies"
"551114","NAICS 551114 Managing offices"
"56","NAICS 56 Administrative and waste services"
"561","NAICS 561 Administrative and support services"
"5611","NAICS 5611 Office administrative services"
"56111","NAICS 56111 Office administrative services"
"561110","NAICS 561110 Office administrative services"
"5612","NAICS 5612 Facilities support services"
"56121","NAICS 56121 Facilities support services"
"561210","NAICS 561210 Facilities support services"
"5613","NAICS 5613 Employment services"
"56131","NAICS 56131 Employment placement and executive search"
"561310","NAICS02 561310 Employment placement agencies"
"561311","NAICS 561311 Employment placement agencies"
"561312","NAICS 561312 Executive search services"
"56132","NAICS 56132 Temporary help services"
"561320","NAICS 561320 Temporary help services"
"56133","NAICS 56133 Professional employer organizations"
"561330","NAICS 561330 Professional employer organizations"
"5614","NAICS 5614 Business support services"
"56141","NAICS 56141 Document preparation services"
"561410","NAICS 561410 Document preparation services"
"56142","NAICS 56142 Telephone call centers"
"561421","NAICS 561421 Telephone answering services"
"561422","NAICS 561422 Telemarketing and other contact centers"
"56143","NAICS 56143 Business service centers"
"561431","NAICS 561431 Private mail centers"
"561439","NAICS 561439 Other business service centers"
"56144","NAICS 56144 Collection agencies"
"561440","NAICS 561440 Collection agencies"
"56145","NAICS 56145 Credit bureaus"
"561450","NAICS 561450 Credit bureaus"
"56149","NAICS 56149 Other business support services"
"561491","NAICS 561491 Repossession services"
"561492","NAICS 561492 Court reporting and stenotype services"
"561499","NAICS 561499 All other business support services"
"5615","NAICS 5615 Travel arrangement and reservation services"
"56151","NAICS 56151 Travel agencies"
"561510","NAICS 561510 Travel agencies"
"56152","NAICS 56152 Tour operators"
"561520","NAICS 561520 Tour operators"
"56159","NAICS 56159 Other travel arrangement services"
"561591","NAICS 561591 Convention and visitors bureaus"
"561599","NAICS 561599 All other travel arrangement services"
"5616","NAICS 5616 Investigation and security services"
"56161","NAICS 56161 Security and armored car services"
"561611","NAICS 561611 Investigation services"
"561612","NAICS 561612 Security guards and patrol services"
"561613","NAICS 561613 Armored car services"
"56162","NAICS 56162 Security systems services"
"561621","NAICS 561621 Security systems services, except locksmiths"
"561622","NAICS 561622 Locksmiths"
"5617","NAICS 5617 Services to buildings and dwellings"
"56171","NAICS 56171 Exterminating and pest control services"
"561710","NAICS 561710 Exterminating and pest control services"
"56172","NAICS 56172 Janitorial services"
"561720","NAICS 561720 Janitorial services"
"56173","NAICS 56173 Landscaping services"
"561730","NAICS 561730 Landscaping services"
"56174","NAICS 56174 Carpet and upholstery cleaning services"
"561740","NAICS 561740 Carpet and upholstery cleaning services"
"56179","NAICS 56179 Other services to buildings and dwellings"
"561790","NAICS 561790 Other services to buildings and dwellings"
"5619","NAICS 5619 Other support services"
"56191","NAICS 56191 Packaging and labeling services"
"561910","NAICS 561910 Packaging and labeling services"
"56192","NAICS 56192 Convention and trade show organizers"
"561920","NAICS 561920 Convention and trade show organizers"
"56199","NAICS 56199 All other support services"
"561990","NAICS 561990 All other support services"
"562","NAICS 562 Waste management and remediation services"
"5621","NAICS 5621 Waste collection"
"56211","NAICS 56211 Waste collection"
"562111","NAICS 562111 Solid waste collection"
"562112","NAICS 562112 Hazardous waste collection"
"562119","NAICS 562119 Other waste collection"
"5622","NAICS 5622 Waste treatment and disposal"
"56221","NAICS 56221 Waste treatment and disposal"
"562211","NAICS 562211 Hazardous waste treatment and disposal"
"562212","NAICS 562212 Solid waste landfill"
"562213","NAICS 562213 Solid waste combustors and incinerators"
"562219","NAICS 562219 Other nonhazardous waste disposal"
"5629","NAICS 5629 Remediation and other waste services"
"56291","NAICS 56291 Remediation services"
"562910","NAICS 562910 Remediation services"
"56292","NAICS 56292 Materials recovery facilities"
"562920","NAICS 562920 Materials recovery facilities"
"56299","NAICS 56299 All other waste management services"
"562991","NAICS 562991 Septic tank and related services"
"562998","NAICS 562998 Miscellaneous waste management services"
"61","NAICS 61 Educational services"
"611","NAICS 611 Educational services"
"6111","NAICS 6111 Elementary and secondary schools"
"61111","NAICS 61111 Elementary and secondary schools"
"611110","NAICS 611110 Elementary and secondary schools"
"6112","NAICS 6112 Junior colleges"
"61121","NAICS 61121 Junior colleges"
"611210","NAICS 611210 Junior colleges"
"6113","NAICS 6113 Colleges and universities"
"61131","NAICS 61131 Colleges and universities"
"611310","NAICS 611310 Colleges and universities"
"6114","NAICS 6114 Business, computer and management training"
"61141","NAICS 61141 Business and secretarial schools"
"611410","NAICS 611410 Business and secretarial schools"
"61142","NAICS 61142 Computer training"
"611420","NAICS 611420 Computer training"
"61143","NAICS 61143 Management training"
"611430","NAICS 611430 Management training"
"6115","NAICS 6115 Technical and trade schools"
"61151","NAICS 61151 Technical and trade schools"
"611511","NAICS 611511 Cosmetology and barber schools"
"611512","NAICS 611512 Flight training"
"611513","NAICS 611513 Apprenticeship training"
"611519","NAICS 611519 Other technical and trade schools"
"6116","NAICS 6116 Other schools and instruction"
"61161","NAICS 61161 Fine arts schools"
"611610","NAICS 611610 Fine arts schools"
"61162","NAICS 61162 Sports and recreation instruction"
"611620","NAICS 611620 Sports and recreation instruction"
"61163","NAICS 61163 Language schools"
"611630","NAICS 611630 Language schools"
"61169","NAICS 61169 All other schools and instruction"
"611691","NAICS 611691 Exam preparation and tutoring"
"611692","NAICS 611692 Automobile driving schools"
"611699","NAICS 611699 Miscellaneous schools and instruction"
"6117","NAICS 6117 Educational support services"
"61171","NAICS 61171 Educational support services"
"611710","NAICS 611710 Educational support services"
"62","NAICS 62 Health care and social assistance"
"621","NAICS 621 Ambulatory health care services"
"6211","NAICS 6211 Offices of physicians"
"62111","NAICS 62111 Offices of physicians"
"621111","NAICS 621111 Offices of physicians, except mental health"
"621112","NAICS 621112 Offices of mental health physicians"
"6212","NAICS 6212 Offices of dentists"
"62121","NAICS 62121 Offices of dentists"
"621210","NAICS 621210 Offices of dentists"
"6213","NAICS 6213 Offices of other health practitioners"
"62131","NAICS 62131 Offices of chiropractors"
"621310","NAICS 621310 Offices of chiropractors"
"62132","NAICS 62132 Offices of optometrists"
"621320","NAICS 621320 Offices of optometrists"
"62133","NAICS 62133 Offices of mental health practitioners"
"621330","NAICS 621330 Offices of mental health practitioners"
"62134","NAICS 62134 Offices of specialty therapists"
"621340","NAICS 621340 Offices of specialty therapists"
"62139","NAICS 62139 Offices of all other health practitioners"
"621391","NAICS 621391 Offices of podiatrists"
"621399","NAICS 621399 Offices of miscellaneous health practitioners"
"6214","NAICS 6214 Outpatient care centers"
"62141","NAICS 62141 Family planning centers"
"621410","NAICS 621410 Family planning centers"
"62142","NAICS 62142 Outpatient mental health centers"
"621420","NAICS 621420 Outpatient mental health centers"
"62149","NAICS 62149 Other outpatient care centers"
"621491","NAICS 621491 HMO medical centers"
"621492","NAICS 621492 Kidney dialysis centers"
"621493","NAICS 621493 Freestanding emergency medical centers"
"621498","NAICS 621498 All other outpatient care centers"
"6215","NAICS 6215 Medical and diagnostic laboratories"
"62151","NAICS 62151 Medical and diagnostic laboratories"
"621511","NAICS 621511 Medical laboratories"
"621512","NAICS 621512 Diagnostic imaging centers"
"6216","NAICS 6216 Home health care services"
"62161","NAICS 62161 Home health care services"
"621610","NAICS 621610 Home health care services"
"6219","NAICS 6219 Other ambulatory health care services"
"62191","NAICS 62191 Ambulance services"
"621910","NAICS 621910 Ambulance services"
"62199","NAICS 62199 All other ambulatory health care services"
"621991","NAICS 621991 Blood and organ banks"
"621999","NAICS 621999 Miscellaneous ambulatory health care services"
"622","NAICS 622 Hospitals"
"6221","NAICS 6221 General medical and surgical hospitals"
"62211","NAICS 62211 General medical and surgical hospitals"
"622110","NAICS 622110 General medical and surgical hospitals"
"6222","NAICS 6222 Psychiatric and substance abuse hospitals"
"62221","NAICS 62221 Psychiatric and substance abuse hospitals"
"622210","NAICS 622210 Psychiatric and substance abuse hospitals"
"6223","NAICS 6223 Other hospitals"
"62231","NAICS 62231 Other hospitals"
"622310","NAICS 622310 Other hospitals"
"623","NAICS 623 Nursing and residential care facilities"
"6231","NAICS 6231 Nursing care facilities, skilled nursing"
"62311","NAICS 62311 Nursing care facilities, skilled nursing"
"623110","NAICS 623110 Nursing care facilities, skilled nursing"
"6232","NAICS 6232 Residential mental health facilities"
"62321","NAICS 62321 Residential developmental disability homes"
"623210","NAICS 623210 Residential developmental disability homes"
"62322","NAICS 62322 Residential mental and substance abuse care"
"623220","NAICS 623220 Residential mental and substance abuse care"
"6233","NAICS 6233 Continuing care, assisted living facilities"
"62331","NAICS 62331 Continuing care, assisted living facilities"
"623311","NAICS 623311 Continuing care retirement communities"
"623312","NAICS 623312 Assisted living facilities for the elderly"
"6239","NAICS 6239 Other residential care facilities"
"62399","NAICS 62399 Other residential care facilities"
"623990","NAICS 623990 Other residential care facilities"
"624","NAICS 624 Social assistance"
"6241","NAICS 6241 Individual and family services"
"62411","NAICS 62411 Child and youth services"
"624110","NAICS 624110 Child and youth services"
"62412","NAICS 62412 Services for the elderly and disabled"
"624120","NAICS 624120 Services for the elderly and disabled"
"62419","NAICS 62419 Other individual and family services"
"624190","NAICS 624190 Other individual and family services"
"6242","NAICS 6242 Emergency and other relief services"
"62421","NAICS 62421 Community food services"
"624210","NAICS 624210 Community food services"
"62422","NAICS 62422 Community housing services"
"624221","NAICS 624221 Temporary shelters"
"624229","NAICS 624229 Other community housing services"
"62423","NAICS 62423 Emergency and other relief services"
"624230","NAICS 624230 Emergency and other relief services"
"6243","NAICS 6243 Vocational rehabilitation services"
"62431","NAICS 62431 Vocational rehabilitation services"
"624310","NAICS 624310 Vocational rehabilitation services"
"6244","NAICS 6244 Child day care services"
"62441","NAICS 62441 Child day care services"
"624410","NAICS 624410 Child day care services"
"71","NAICS 71 Arts, entertainment, and recreation"
"711","NAICS 711 Performing arts and spectator sports"
"7111","NAICS 7111 Performing arts companies"
"71111","NAICS 71111 Theater companies and dinner theaters"
"711110","NAICS 711110 Theater companies and dinner theaters"
"71112","NAICS 71112 Dance companies"
"711120","NAICS 711120 Dance companies"
"71113","NAICS 71113 Musical groups and artists"
"711130","NAICS 711130 Musical groups and artists"
"71119","NAICS 71119 Other performing arts companies"
"711190","NAICS 711190 Other performing arts companies"
"7112","NAICS 7112 Spectator sports"
"71121","NAICS 71121 Spectator sports"
"711211","NAICS 711211 Sports teams and clubs"
"711212","NAICS 711212 Racetracks"
"711219","NAICS 711219 Other spectator sports"
"7113","NAICS 7113 Promoters of performing arts and sports"
"71131","NAICS 71131 Promoters with facilities"
"711310","NAICS 711310 Promoters with facilities"
"71132","NAICS 71132 Promoters without facilities"
"711320","NAICS 711320 Promoters without facilities"
"7114","NAICS 7114 Agents and managers for public figures"
"71141","NAICS 71141 Agents and managers for public figures"
"711410","NAICS 711410 Agents and managers for public figures"
"7115","NAICS 7115 Independent artists, writers, and performers"
"71151","NAICS 71151 Independent artists, writers, and performers"
"711510","NAICS 711510 Independent artists, writers, and performers"
"712","NAICS 712 Museums, historical sites, zoos, and parks"
"7121","NAICS 7121 Museums, historical sites, zoos, and parks"
"71211","NAICS 71211 Museums"
"712110","NAICS 712110 Museums"
"71212","NAICS 71212 Historical sites"
"712120","NAICS 712120 Historical sites"
"71213","NAICS 71213 Zoos and botanical gardens"
"712130","NAICS 712130 Zoos and botanical gardens"
"71219","NAICS 71219 Nature parks and other similar institutions"
"712190","NAICS 712190 Nature parks and other similar institutions"
"713","NAICS 713 Amusements, gambling, and recreation"
"7131","NAICS 7131 Amusement parks and arcades"
"71311","NAICS 71311 Amusement and theme parks"
"713110","NAICS 713110 Amusement and theme parks"
"71312","NAICS 71312 Amusement arcades"
"713120","NAICS 713120 Amusement arcades"
"7132","NAICS 7132 Gambling industries"
"71321","NAICS 71321 Casinos, except casino hotels"
"713210","NAICS 713210 Casinos, except casino hotels"
"71329","NAICS 71329 Other gambling industries"
"713290","NAICS 713290 Other gambling industries"
"7139","NAICS 7139 Other amusement and recreation industries"
"71391","NAICS 71391 Golf courses and country clubs"
"713910","NAICS 713910 Golf courses and country clubs"
"71392","NAICS 71392 Skiing facilities"
"713920","NAICS 713920 Skiing facilities"
"71393","NAICS 71393 Marinas"
"713930","NAICS 713930 Marinas"
"71394","NAICS 71394 Fitness and recreational sports centers"
"713940","NAICS 713940 Fitness and recreational sports centers"
"71395","NAICS 71395 Bowling centers"
"713950","NAICS 713950 Bowling centers"
"71399","NAICS 71399 All other amusement and recreation industries"
"713990","NAICS 713990 All other amusement and recreation industries"
"72","NAICS 72 Accommodation and food services"
"721","NAICS 721 Accommodation"
"7211","NAICS 7211 Traveler accommodation"
"72111","NAICS 72111 Hotels and motels, except casino hotels"
"721110","NAICS 721110 Hotels and motels, except casino hotels"
